id,question_number,topic,question_text,exam_year,exam_month,exam_number
1777,"32","Emergencias en la mar","Si una persona sufre quemaduras a bordo, ¿qué NO se debe hacer?","2023","11","03"
1778,"33","Meteorología","En relación con la escala centígrada de medición de temperatura, señale la afirmación CORRECTA.","2023","11","03"
1779,"34","Meteorología","En relación con las borrascas, ¿cuál de las siguientes afirmaciones es CORRECTA?","2023","11","03"
1780,"35","Meteorología","En términos náuticos, se denomina “refrescar” a:","2023","11","03"
1781,"36","Meteorología","La escala de Douglas se utiliza para determinar:","2023","11","03"
1782,"37","Teoría de la navegación","La relación entre rumbo (R), demora (D) y marcación (M) vendrá dada por la fórmula:","2023","11","03"
1783,"38","Teoría de la navegación","¿Por qué NO coincide el Rumbo de aguja con el Rumbo verdadero?","2023","11","03"
1784,"39","Teoría de la navegación","El plano horizontal de referencia sobre el cual se miden, de forma vertical, las profundidades representadas en publicaciones náuticas y las alturas de todo accidente geográfico que vele en bajamar, es:","2023","11","03"
1785,"40","Teoría de la navegación","¿Cuál de los siguientes datos NO se tendrá en cuenta cuando se pretenda actualizar el valor de la declinación magnética?","2023","11","03"
1786,"41","Teoría de la navegación","En relación con las cartas náuticas, el veril es la línea que:","2023","11","03"
1787,"42","Carta de navegación","A las 17:00 Hrb, navegando al rumbo verdadero 270°, tomamos una demora de aguja al Faro de Cabo Espartel de 230°. Simultáneamente tomamos otra demora de aguja al Faro de Punta Malabata de 140°. La corrección total de la carta es 5º (-). Se pide determinar nuestra posición más aproximada.","2023","11","03"
1788,"43","Carta de navegación","Navegando en una zona de declinación magnéticas 1ºW, con Rumbo de aguja= 220º y desvío= 3º(+), a Hrb 09:00 tomamos marcación a Punta Europa=100º por estribor, distancia la faro= 3,4 millas. Situados, damos rumbo para pasar a 3 millas al Sur verdadero del Faro de Isla Tarifa. A Hrb 09:42 enmendamos el rumbo 10º a estribor. Puestos a rumbo, el desvío es 2º(+). Calcular la posición de nuestra embarcación cuando Punta Cires nos demora por nuestro través de babor, teniendo en cuenta que la velocidad de máquinas para todo el ejercicio es de 8 nudos.","2023","11","03"
1789,"44","Carta de navegación","A Hrb 12:00, navegando con rumbo de aguja= 275º y un desvío de 2º(+), situados en la oposición de los Faros Punta Paloma y Punta Malabata, se toma demora de aguja a Punta de Gracia= 337º. Una vez situados, se da rumbo al Faro de Cabo Trafalgar con un desvío de aguja de 4º(+) y una velocidad de máquina de 8 nudos. Calcular el rumbo de aguja al Faro de Cabo Trafalgar y la Hrb cuando nos encontremos al través del Faro de Barbate. Supóngase que en el momento de la navegación la declinación magnética en toda la zona es de 5ºW.","2023","11","03"
1790,"45","Carta de navegación","Hallar la sonda en el momento de la primera bajamar el día 07 de noviembre de 2023 en Algeciras, con una presión atmosférica de 1020 mb y una sonda en la carta de 5,4 metros.","2023","11","03"
1791,"1","Nomenclatura náutica","Los guardines del timón son:","2023","11","04"
1792,"2","Nomenclatura náutica","Considerando que no hay fuerzas externas, cuando la posición del centro de gravedad de una embarcación NO se encuentra en el plano de crujía podemos afirmar que la embarcación estará:","2023","11","04"
1793,"3","Nomenclatura náutica","La “línea de crujía” de una embarcación es:","2023","11","04"
1794,"4","Nomenclatura náutica","Se dice que una hélice es dextrógira cuando:","2023","11","04"
1795,"5","Elementos de amarre y fondeo","En relación con los elementos de amarre, ¿cuál de las siguientes afirmaciones es CORRECTA?","2023","11","04"
1796,"6","Elementos de amarre y fondeo","Si optamos por el fondeo a la gira:","2023","11","04"
1797,"7","Seguridad","¿Qué es prioritario comprobar tras una tormenta eléctrica que sucede en las proximidades de la embarcación?","2023","11","04"
1798,"8","Seguridad","¿En qué consiste “correr el temporal” y cuál es la forma adecuada de hacerlo?","2023","11","04"
1799,"9","Seguridad","¿Cuál es el límite de temperatura corporal por debajo del cual aparece la hipotermia?","2023","11","04"
1800,"10","Seguridad","¿Cuál de las siguientes sería una precaución a tomar navegando en aguas someras?","2023","11","04"
1801,"11","Legislación","El Real Decreto 339/2021, de 18 de mayo, prohíbe la descarga de aguas sucias por las embarcaciones de recreo en aguas en las que España ejerce soberanía, derechos soberanos o jurisdicción, salvo que esta se efectúe:","2023","11","04"
1802,"12","Legislación","Conforme a lo dispuesto en el Anexo V, Regla 3, del Convenio Internacional para prevenir la contaminación por los buques (Convenio MARPOL), la descarga en el mar de aceite de cocina:","2023","11","04"
1803,"13","Balizamiento","En el punto de bifurcación de un canal, siguiendo el sentido convencional de balizamiento, el canal principal a estribor se indicará mediante una Marca Lateral modificada cuya boya será:","2023","11","04"
1804,"14","Balizamiento","Arribando a la zona de la Isla de Ons, observamos una Marca de balizamiento con una marca de tope conformada por dos conos negros superpuestos opuestos por sus vértices, ¿qué información nos está dando dicha Marca?","2023","11","04"
1805,"15","Balizamiento","Las Marcas de Peligro Aislado, si tienen luz, esta será:","2023","11","04"
1806,"16","Balizamiento","En relación con las Marcas Especiales, indique la afirmación CORRECTA.","2023","11","04"
1807,"17","Balizamiento","Las Marcas de Aguas Navegables:","2023","11","04"
1808,"18","Reglamento (RIPA)","Conforme a la Regla 26 del RIPA, “Buques de pesca”, los buques dedicados a la pesca que NO sean de arrastre y con aparejos largados que se extiendan 140 metros, cuando vayan con arrancada exhibirán adicionalmente a las luces prescritas:","2023","11","04"
1809,"19","Reglamento (RIPA)","Conforme a la Regla 7 del RIPA, “Riesgo de abordaje”, se considerará que existe riesgo de abordaje si, entre otras consideraciones:","2023","11","04"
1810,"20","Reglamento (RIPA)","Conforme a la Regla 35.b del RIPA, “Señales acústicas en visibilidad reducida”, en las proximidades o dentro de una zona de visibilidad reducida, un buque de propulsión mecánica en navegación, pero parado y sin arrancada, emitirá:","2023","11","04"
1811,"21","Reglamento (RIPA)","Conforme a la Regla 15 del RIPA, “Situación «de cruce»”, indique cuál de las siguientes afirmaciones es CORRECTA.","2023","11","04"
1812,"22","Reglamento (RIPA)","Estando usted navegando a vela por la Ría de Muros, se le aproxima otro buque de vela con riesgo de abordaje. Conforme a la Regla 12 del RIPA, “Buques de vela”, ¿cuál será la manera correcta en que tendrá usted que maniobrar si ambas embarcaciones reciben el viento por la misma banda y el otro buque está a barlovento?","2023","11","04"
1813,"23","Reglamento (RIPA)","Navegando de noche cerca de la Punta de Sa Pedrera, distinguimos cada vez más cerca de nuestra popa una luz de color blanca y las dos de costado de otro buque de propulsión mecánica, ¿cuál es la forma correcta de maniobrar?","2023","11","04"
1814,"24","Reglamento (RIPA)","Conforme a la Regla 21 del RIPA, “Definiciones”, la “luz de alcance” es:","2023","11","04"
1815,"25","Reglamento (RIPA)","Conforme a la Regla 23 del RIPA, “Buques de propulsión mecánica en navegación”, si navegamos en un buque de propulsión mecánica de 5 metros de eslora y con una velocidad máxima de 10 nudos, en lugar de las luces prescritas para los buques de propulsión mecánica en navegación, podremos exhibir:","2023","11","04"
1816,"26","Reglamento (RIPA)","Conforme a la Regla 24 del RIPA, “Buques remolcando y empujando”, todo buque de propulsión mecánica, cuando remolque a otro siendo la longitud del remolque inferior a 200 metros, exhibirá:","2023","11","04"
1817,"27","Reglamento (RIPA)","Conforme al Anexo IV del RIPA, “Señales de peligro”, ¿de qué color es la densa humareda producida por una señal fumígena que indica peligro o necesidad de ayuda?","2023","11","04"
1818,"28","Maniobra y navegación","Maniobrando para atracar en el pantalán de espera de la Marina de Vilamoura, notamos un fuerte efecto de abatimiento que nos aleja del pantalán, ¿qué agente está influyendo en nuestra maniobra?","2023","11","04"
1819,"29","Maniobra y navegación","Si en navegación con arrancada avante tenemos la impresión de que no hay viento, podemos interpretar que:","2023","11","04"
1820,"30","Emergencias en la mar","En el caso de que se vea obligado a abandonar una embarcación y si las circunstancias lo permiten, ¿cuál de las siguientes acciones es CORRECTA?","2023","11","04"
1821,"31","Emergencias en la mar","Si se produce un incendio a bordo en el tanque de combustible, ¿qué agente extintor es el más adecuado para su extinción?","2023","11","04"
1822,"32","Emergencias en la mar","En caso de varada, para liberar una embarcación por medios propios utilizando las mareas, deberá esperar a:","2023","11","04"
1823,"33","Meteorología","La presión atmosférica a nivel del mar, expresada en milibares, es aproximadamente de:","2023","11","04"
1824,"34","Meteorología","En relación con los anemómetros, las veletas y los catavientos, ¿cuál de las siguientes afirmaciones es CORRECTA?","2023","11","04"
1825,"35","Meteorología","Se denomina “Intensidad” a:","2023","11","04"
1826,"36","Meteorología","En relación con los anticiclones, ¿cuál de las siguientes afirmaciones es CORRECTA?","2023","11","04"
1827,"37","Teoría de la navegación","Los derroteros son:","2023","11","04"
1828,"38","Teoría de la navegación","La variación en el rumbo de una embarcación producida por la incidencia sobre su obra viva del movimiento del medio en el que se desplaza, se denomina:","2023","11","04"
1829,"39","Teoría de la navegación","La línea de posición trazada por la alineación de dos objetos visibles de la costa o reconocibles en una carta náutica recibe el nombre de:","2023","11","04"
1830,"40","Teoría de la navegación","¿Sobre qué pieza afilada de la aguja náutica descansa y oscila la rosa?","2023","11","04"
1831,"41","Teoría de la navegación","En relación con la Corrección Total, ¿cuál de las siguientes afirmaciones es CORRECTA?","2023","11","04"
1832,"42","Carta de navegación","Siendo Hrb 14:00 situados en el veril (línea isobática) de los 200 metros, navegando con rumbo de aguja= 085° y un desvío de 3° (-) se toma marcación al Faro de Cabo Espartel= 63° Estribor. Una vez situados, se pide calcular el rumbo de aguja para pasar a 5 millas al Norte verdadero del Faro de Punta Malabata, siendo el desvío para el nuevo rumbo de 4° (+). La declinación magnética para toda la zona de navegación es de 2°(W).","2023","11","04"
1833,"43","Carta de navegación","Navegando en demanda del Estrecho de Gibraltar con rumbo ESE y declinación magnética 2°W, a Hrb 12:00 nos encontramos al Sur verdadero del Faro de Barbate y a 11 millas del Faro de Cabo Espartel. En esa situación damos rumbo al Faro de la Isla de Tarifa. Puestos a rumbo el desvío es 2°(+). Cuando el Faro de Punta Paloma nos demora por el través de babor, ponemos un rumbo de aguja de 091°. Puestos a rumbo el desvío es 1°(+). Calcular la posición de nuestra embarcación a Hrb 13:48, sabiendo que la velocidad de máquinas para todo el ejercicio es de 10 nudos.","2023","11","04"
1834,"44","Carta de navegación","Sabiendo que nuestra embarcación a Hrb 12:00 está a 5 millas de Cabo Espartel, tomamos demora verdadera de Punta Malabata Dv=94º. Sabiendo que a esta hora estábamos al oeste del Cabo Espartel, se pide cuál es la situación a las 12:00 h.","2023","11","04"
1835,"45","Carta de navegación","Hallar la sonda en la primera pleamar del día 8 de noviembre de 2023 en Algeciras, sabiendo que la presión atmosférica es de 1033 mb en un punto de sonda en la carta de 6,9 metros.","2023","11","04"
1836,"1","Nomenclatura náutica","¿Cuál de las siguientes afirmaciones es CORRECTA si nos referimos a una hélice dextrógira?","2024","04","01"
1837,"2","Nomenclatura náutica","¿Qué parte del timón mueve la pala de tal forma que, si gira a una banda, la pala del timón lo hace a la banda contraria?","2024","04","01"
1838,"3","Nomenclatura náutica","En una embarcación:","2024","04","01"
1839,"4","Nomenclatura náutica","Indique cuál de las siguientes afirmaciones es INCORRECTA.","2024","04","01"
1840,"5","Elementos de amarre y fondeo","En relación con el fondeo, ¿cuál de las siguientes afirmaciones es CORRECTA?","2024","04","01"
1841,"6","Elementos de amarre y fondeo","La pieza de metal o madera, encorvada en sus extremos y fija por su punto medio, que sirve para amarrar los cabos, se denomina:","2024","04","01"
1842,"7","Seguridad","¿Cuál de los siguientes NO es un fenómeno que se pueda experimentar al navegar en aguas someras?","2024","04","01"
1843,"8","Seguridad","En situación de “hombre al agua”, ¿cuál de las siguientes acciones NO se recomienda tomar?","2024","04","01"
1844,"9","Seguridad","Teniendo en cuenta las medidas a tomar a bordo con mal tiempo, NO se debe:","2024","04","01"
1845,"10","Seguridad","El movimiento del buque en el sentido de la manga, de babor a estribor y viceversa, al inclinarse alternativamente a uno y otro costado, se denomina:","2024","04","01"
1846,"11","Legislación","Las banderas y enseñas reconocidas en los Estatutos de las Comunidades Autónomas:","2024","04","01"
1847,"12","Legislación","Deben tener seguro de responsabilidad civil de suscripción obligatoria en vigor:","2024","04","01"
1848,"13","Balizamiento","Una Marca cardinal NO puede ser utilizada para:","2024","04","01"
1849,"14","Balizamiento","Las Marcas especiales:","2024","04","01"
1850,"15","Balizamiento","Las Marcas laterales que emiten una luz roja son:","2024","04","01"
1851,"16","Balizamiento","La forma de las Marcas de aguas navegables es:","2024","04","01"
1852,"17","Balizamiento","Ante una Marca de peligro aislado el navegante deberá:","2024","04","01"
1853,"18","Reglamento (RIPA)","Navegando a vela cerca de la Isla de Sálvora, nos vemos envueltos en una posible situación de riesgo de abordaje al aproximarse una motora con una demora fija hacia nuestra embarcación. Conforme a la Regla 8 del RIPA, “Maniobras para evitar el abordaje”, deberemos:","2024","04","01"
1854,"19","Reglamento (RIPA)","De conformidad con la regla 28 del RIPA, “Buques de propulsión mecánica restringidos por su calado”, todo buque de propulsión mecánica restringido por su calado podrá exhibir en el lugar más visible:","2024","04","01"
1855,"20","Reglamento (RIPA)","Conforme a la Regla 10 del RIPA, “Dispositivos de separación del tráfico”, un buque de propulsión mecánica de 15 metros de eslora:","2024","04","01"
1856,"21","Reglamento (RIPA)","De acuerdo con la Regla 24.a del RIPA, “Buques remolcando y empujando”, si observamos un buque de propulsión mecánica remolcando a otro y exhibiendo una marca bicónica en el lugar más visible, estará indicando que:","2024","04","01"
1857,"22","Reglamento (RIPA)","Conforme a la Regla 3 del RIPA, “Definiciones generales”, un “buque dedicado a la pesca” significa todo buque que esté pescando:","2024","04","01"
1858,"23","Reglamento (RIPA)","Según la Regla 34.d del RIPA, “Señales de maniobra y advertencia”, cuando varios buques a la vista unos de otros se aproximen, y por cualquier causa alguno de ellos no entienda las acciones o intenciones del otro o tenga dudas sobre si el otro está efectuando la maniobra adecuada para evitar el abordaje, el buque en duda indicará inmediatamente esa duda emitiendo por lo menos:","2024","04","01"
1859,"24","Reglamento (RIPA)","De conformidad con la Regla 21 del RIPA, “Definiciones de la parte C relativa a Luces y Marcas”, la luz de remolque es una luz amarilla:","2024","04","01"
1860,"25","Reglamento (RIPA)","Según el Anexo IV del RIPA, “Señales de peligro”, ¿cómo podremos indicar peligro o necesidad de ayuda mediante un aparato de señales de niebla?","2024","04","01"
1861,"26","Reglamento (RIPA)","De acuerdo con la Regla 17 del RIPA, “Maniobra del buque que sigue a rumbo”, indique cuál de las siguientes afirmaciones es CORRECTA.","2024","04","01"
1862,"27","Reglamento (RIPA)","De conformidad con la Regla 23 del RIPA, “Buques de propulsión mecánica en navegación”, ¿cuándo es obligatorio exhibir una luz amarilla de centelleos todo horizonte?","2024","04","01"
1863,"28","Maniobra y navegación","¿Qué significa “libre a sotavento”?","2024","04","01"
1864,"29","Maniobra y navegación","Para evitar que la roda de la embarcación adyacente golpee el motor fueraborda de nuestra embarcación, ¿cuál de los siguientes ajustes deberemos realizar estando amarrados por el costado de estribor al muelle?","2024","04","01"
1865,"30","Emergencias en la mar","En el caso de que se vea obligado a abandonar una embarcación, ¿cuál de las siguientes medidas NO debe tomar?","2024","04","01"
1866,"31","Emergencias en la mar","En caso de que se produzca una hemorragia nasal (epistaxis), ¿qué se debe hacer en un primer momento para detener el sangrado?","2024","04","01"
1867,"32","Emergencias en la mar","Una vez se ha producido una varada involuntaria ¿cuál de las siguientes afirmaciones es INCORRECTA en relación con los factores que influyen a la hora de liberar la embarcación?","2024","04","01"
1868,"33","Meteorología","Se denomina “Fetch” a:","2024","04","01"
1869,"34","Meteorología","¿Qué es el viento real?","2024","04","01"
1870,"35","Meteorología","¿Qué parámetro mide el barómetro aneroide?","2024","04","01"
1871,"36","Meteorología","¿Cuál es el movimiento general del viento en una borrasca en el hemisferio norte?","2024","04","01"
1872,"37","Teoría de la navegación","La distancia vertical medida entre una bajamar y una pleamar dadas se define como:","2024","04","01"
1873,"38","Teoría de la navegación","¿Cómo se debe medir una distancia entre dos puntos en la carta náutica?","2024","04","01"
1874,"39","Teoría de la navegación","En relación con la forma de medir el rumbo denominada cuadrantal, indique la respuesta CORRECTA.","2024","04","01"
1875,"40","Teoría de la navegación","El ángulo comprendido entre el Norte magnético y el Norte geográfico en un punto específico de la Tierra se denomina:","2024","04","01"
1876,"41","Teoría de la navegación","El aparato que, colocado sobre un compás magnético, se usa para tomar una demora recibe el nombre de:","2024","04","01"
1877,"42","Carta de navegación","A Hrb: 08:00, navegando con rumbo de aguja= 355° y un desvío= 3°(-), se toman simultáneamente las siguientes demoras: Demora de aguja a Punta Almina= 299° y Demora de aguja a Ras Aswad (Cabo Negro) = 198°. Una vez situados se da rumbo al Faro de Punta Carnero con un desvío de aguja de 4°(-) y una velocidad de máquinas de 4 nudos. Calcular el rumbo de aguja al Faro de Punta Carnero y la Hrb cuando nos encontremos al través del Faro de Punta Europa. Supóngase que en el momento de la navegación la declinación magnética en toda la zona es de 5°E.","2024","04","01"
1878,"43","Carta de navegación","Nos encontramos navegando con velocidad de máquinas 6 nudos, y a Hrb = 09:30 situados en posición 35°47,0´N; 006°12,0´W damos rumbo a un punto “p” de coordenadas: 35°58,0´N; 005°55,0W; puestos a rumbo el desvío es de 3°(-). Cuando Cabo Espartel nos demora por el 116° de aguja, damos rumbo para pasar a 3 millas al Norte verdadero de Punta Malabata, manteniendo la misma velocidad de máquinas. Se pide calcular la posición de nuestra embarcación a Hrb=12:30, sabiendo que la declinación magnética para todo el ejercicio es 3°W.","2024","04","01"
1879,"44","Carta de navegación","Hallar la sonda en el momento de la segunda bajamar, el día 04 de abril de 2024, en Algeciras con una presión atmosférica de 996 mb y una sonda en la carta de 7,2 metros.","2024","04","01"
1880,"45","Carta de navegación","Dada la situación de salida l= 35º45'N; L= 005º14' W, la Hrb= 15:00 h, la velocidad de la embarcación 5 nudos y el rumbo de aguja 355º. Ct=+5º. Se pide calcular la situación de estima a Hrb= 16:30 h.","2024","04","01"
1881,"1","Nomenclatura náutica","¿Cómo se denomina al elemento estructural que va de popa a proa por la parte inferior del barco y en que se asienta todo su armazón?","2024","04","02"
1882,"2","Nomenclatura náutica","El francobordo es:","2024","04","02"
1883,"3","Nomenclatura náutica","Indique cuál de las siguientes afirmaciones es CORRECTA.","2024","04","02"
1884,"4","Nomenclatura náutica","Al poner el ancla a la pendura pretendemos que:","2024","04","02"
1885,"5","Elementos de amarre y fondeo","El nudo utilizado para formar una gaza no corrediza para encapillar un cabo se denomina:","2024","04","02"
1886,"6","Elementos de amarre y fondeo","En relación con el fondeo, ¿cuál de las siguientes afirmaciones es INCORRECTA?","2024","04","02"
1887,"7","Seguridad","¿Cuál de los siguientes elementos NO se considera material de seguridad en la mar?","2024","04","02"
1888,"8","Seguridad","En relación con los pararrayos como elemento de protección de las tormentas eléctricas, señale la afirmación INCORRECTA.","2024","04","02"
1889,"9","Seguridad","Antes de hacerse a la mar es indispensable comprobar:","2024","04","02"
1890,"10","Seguridad","¿Cuál de las siguientes NO es una forma adecuada de contactar con Salvamento Marítimo?","2024","04","02"
1891,"11","Legislación","Las embarcaciones de recreo con marcado CE de eslora igual o inferior a 12 metros que se acojan al régimen de inscripción regulado en el artículo 8 del Real Decreto 1435/2010, de 5 de noviembre:","2024","04","02"
1892,"12","Legislación","¿Cuándo deberán asegurar la responsabilidad civil o acreditar, en su caso, la existencia de un seguro, los navieros o propietarios de embarcaciones extranjeras de recreo que naveguen por el mar territorial español y por sus aguas marítimas interiores?","2024","04","02"
1893,"13","Balizamiento","Cuando la luz de una Marca cardinal tiene un ritmo de 3 centelleos muy rápidos o rápidos seguidos de un periodo de oscuridad, esta es una Marca cardinal:","2024","04","02"
1894,"14","Balizamiento","Las Marcas de aguas navegables se distinguen por tener:","2024","04","02"
1895,"15","Balizamiento","Las Marcas de peligro aislado sirven para indicar:","2024","04","02"
1896,"16","Balizamiento","Las Marcas especiales:","2024","04","02"
1897,"17","Balizamiento","Si, en la región A, observamos una Marca lateral modificada con bandas horizontales rojas o verdes, indicará:","2024","04","02"
1898,"18","Reglamento (RIPA)","Según la Regla 35.b del RIPA, “Señales acústicas en visibilidad reducida”, dentro de una zona de visibilidad reducida, ¿qué señales emitirá, a intervalos que no excedan de dos minutos, un buque de propulsión mecánica en navegación, pero parado y sin arrancada?","2024","04","02"
1899,"19","Reglamento (RIPA)","Navegando de noche cerca de Cabo Estai, distinguimos cada vez más cerca de nuestra proa una luz de color blanca y las dos de costado de otro buque de propulsión mecánica, ¿cuál es la forma correcta de maniobrar?","2024","04","02"
1900,"20","Reglamento (RIPA)","Navegando con una motora cerca de la Isla de Tabarca, se nos aproxima por popa un buque de vela con riesgo de abordaje. Conforme a la Regla 13 del RIPA, “Buque que alcanza”, ¿cuál será la manera correcta de maniobrar?","2024","04","02"
1901,"21","Reglamento (RIPA)","Según la Regla 33.a del RIPA, “Equipo para señales acústicas”, ¿qué deberá llevar un buque de 24 metros de eslora?","2024","04","02"
1902,"22","Reglamento (RIPA)","De conformidad con la Regla 23 del RIPA, “Buques de propulsión mecánica en navegación”, indicar todas las luces que son estrictamente obligatorias exhibir durante la navegación en una embarcación de 15 metros de eslora de propulsión mecánica:","2024","04","02"
1903,"23","Reglamento (RIPA)","De acuerdo con la Regla 20 del RIPA, “Ámbito de aplicación de la parte C relativa a Luces y Marcas”, indique cuál de las siguientes afirmaciones es INCORRECTA.","2024","04","02"
1904,"24","Reglamento (RIPA)","De acuerdo con la Regla 21 del RIPA, “Definiciones”, la luz blanca colocada sobre el eje longitudinal del buque, que muestra su luz sin interrupción en todo un arco del horizonte de 225 grados, fijada de forma que sea visible desde la proa hasta 22,5 grados a popa del través de cada costado del buque, se corresponde con la:","2024","04","02"
1905,"25","Reglamento (RIPA)","De acuerdo con la Regla 18 del RIPA, “Obligaciones entre categorías de buques”, indique cuál de las siguientes afirmaciones es INCORRECTA.","2024","04","02"
1906,"26","Reglamento (RIPA)","De conformidad con la Regla 25 del RIPA, “Buques en vela en navegación y embarcaciones de remo”, ¿en qué embarcaciones es posible sustituir las luces de costado y la luz de alcance por una linterna de luz blanca preparada para su uso inmediato?","2024","04","02"
1907,"27","Reglamento (RIPA)","Conforme a la Regla 6 del RIPA, “Velocidad de seguridad”, un buque con un radar funcionando correctamente, relacionado con dicho equipo, a la hora de determinar la velocidad de seguridad se deberá tener en cuenta que:","2024","04","02"
1908,"28","Maniobra y navegación","Para amarrarnos a una boya, siempre que sea posible, nos aproximaremos:","2024","04","02"
1909,"29","Maniobra y navegación","¿Qué efecto conseguiremos al amollar un cabo?","2024","04","02"
1910,"30","Emergencias en la mar","En el caso de que detecte una vía de agua en su embarcación, ¿qué es lo que NO se debe hacer?","2024","04","02"
1911,"31","Emergencias en la mar","En relación con la prevención de los abordajes, ¿cuál de las siguientes recomendaciones NO es adecuada?","2024","04","02"
1912,"32","Emergencias en la mar","La clasificación UNE de los incendios se basa en:","2024","04","02"
1913,"33","Meteorología","En meteorología, ¿qué se entiende por isobara?","2024","04","02"
1914,"34","Meteorología","¿Cuál de las siguientes NO es una forma de obtener la previsión meteorológica?","2024","04","02"
1915,"35","Meteorología","Se denomina rolar a:","2024","04","02"
1916,"36","Meteorología","El terral es un viento o brisa:","2024","04","02"
1917,"37","Teoría de la navegación","Si hablamos de cartas náuticas, ¿cuál es la definición correcta de carta de navegación costera?","2024","04","02"
1918,"38","Teoría de la navegación","En relación con la aguja náutica, ¿cuál de las siguientes afirmaciones es INCORRECTA?","2024","04","02"
1919,"39","Teoría de la navegación","Si hablamos sobre la marcación, ¿cuál de las siguientes afirmaciones es CORRECTA?","2024","04","02"
1920,"40","Teoría de la navegación","Convertir el rumbo cuadrantal S70W a circular.","2024","04","02"
1921,"41","Teoría de la navegación","El desvío de una embarcación, respecto al rumbo inicial, debido a la acción del viento sobre su obra muerta se denomina:","2024","04","02"
1922,"42","Carta de navegación","Nos encontramos en las inmediaciones del dispositivo de separación de tráfico del Estrecho de Gibraltar, a 10 millas del Faro de Punta Almina y a 5 millas al suroeste del Faro de Punta Europa. Se pide determinar nuestra posición.","2024","04","02"
1923,"43","Carta de navegación","Entrando a las 18:00GMT en la Ría de Arousa sabemos que nos encontramos en un lugar de sonda en la carta de 9,2 metros y que la presión atmosférica es 1028 mb. Conocemos la siguiente información (Horas en GMT): Hora 15:12 / (+)0.1 m. y Hora 21:41 / (+)0.8m. La corrección atmosférica para 1003mb es (-)0.15. ¿Cuál de las siguientes respuestas más se ajusta a la sonda en el momento de la bajamar y pleamar respectivamente?","2024","04","02"
1924,"44","Carta de navegación","Siendo Hrb= 11:00, navegando con rumbo de aguja= 288° y un desvío= 3° (-) se toma marcación al Faro de Punta Paloma= 052° estribor y demora de aguja al Faro de Isla Tarifa = 072°. Una vez situados, se pide calcular el rumbo de aguja para pasar a 3 millas al sur verdadero del Faro de Punta de Gracia, siendo el desvío para el nuevo rumbo 4° (+). La declinación magnética para toda la zona de navegación es de 2°(W).","2024","04","02"
1925,"45","Carta de navegación","A las 14:00 Hrb, navegando al rumbo verdadero 015°, tomamos una demora de aguja al Faro de Ras El Aswad (Cabo Negro) de 200°. La declinación magnética es (-3°) y el desvío es (+1°). Hallar nuestra situación más aproximada de entre las siguientes, si nos encontramos simultáneamente a la hora que tomamos la demora al Faro de Ras El Aswad (Cabo Negro) sobre la línea isobática de 200 metros.","2024","04","02"
1926,"1","Nomenclatura náutica","Indique cuál de las siguientes afirmaciones es INCORRECTA.","2024","04","03"
1927,"2","Nomenclatura náutica","¿Qué parte del timón mueve la pala de tal forma que, si gira a una banda, la pala del timón lo hace a la banda contraria?","2024","04","03"
1928,"3","Nomenclatura náutica","En una embarcación:","2024","04","03"
1929,"4","Nomenclatura náutica","¿Cuál de las siguientes afirmaciones es CORRECTA si nos referimos a una hélice dextrógira?","2024","04","03"
1930,"5","Elementos de amarre y fondeo","La pieza de metal o madera, encorvada en sus extremos y fija por su punto medio, que sirve para amarrar los cabos, se denomina:","2024","04","03"
1931,"6","Elementos de amarre y fondeo","En relación con el fondeo, ¿cuál de las siguientes afirmaciones es CORRECTA?","2024","04","03"
1932,"7","Seguridad","En situación de “hombre al agua”, ¿cuál de las siguientes acciones NO se recomienda tomar?","2024","04","03"
1933,"8","Seguridad","El movimiento del buque en el sentido de la manga, de babor a estribor y viceversa, al inclinarse alternativamente a uno y otro costado, se denomina:","2024","04","03"
1934,"9","Seguridad","Teniendo en cuenta las medidas a tomar a bordo con mal tiempo, NO se debe:","2024","04","03"
1935,"10","Seguridad","¿Cuál de los siguientes NO es un fenómeno que se pueda experimentar al navegar en aguas someras?","2024","04","03"
1936,"11","Legislación","Deben tener seguro de responsabilidad civil de suscripción obligatoria en vigor:","2024","04","03"
1937,"12","Legislación","Las banderas y enseñas reconocidas en los Estatutos de las Comunidades Autónomas:","2024","04","03"
1938,"13","Balizamiento","La forma de las Marcas de aguas navegables es:","2024","04","03"
1939,"14","Balizamiento","Las Marcas laterales que emiten una luz roja son:","2024","04","03"
1940,"15","Balizamiento","Una Marca cardinal NO puede ser utilizada para:","2024","04","03"
1941,"16","Balizamiento","Las Marcas especiales:","2024","04","03"
1942,"17","Balizamiento","Ante una Marca de peligro aislado el navegante deberá:","2024","04","03"
1943,"18","Reglamento (RIPA)","De acuerdo con la Regla 17 del RIPA, “Maniobra del buque que sigue a rumbo”, indique cuál de las siguientes afirmaciones es CORRECTA.","2024","04","03"
1944,"19","Reglamento (RIPA)","De acuerdo con la Regla 24.a del RIPA, “Buques remolcando y empujando”, si observamos un buque de propulsión mecánica remolcando a otro y exhibiendo una marca bicónica en el lugar más visible, estará indicando que:","2024","04","03"
1945,"20","Reglamento (RIPA)","De conformidad con la Regla 21 del RIPA, “Definiciones de la parte C relativa a Luces y Marcas”, la luz de remolque es una luz amarilla:","2024","04","03"
1946,"21","Reglamento (RIPA)","Conforme a la Regla 10 del RIPA, “Dispositivos de separación del tráfico”, un buque de propulsión mecánica de 15 metros de eslora:","2024","04","03"
