id,question_id,answer_id,answer_text
6158,1540,"B","Exhibe luces destinadas al tráfico aéreo y estaremos obligados a consultar el Reglamento del aire para interpretar sus indicaciones."
6159,1540,"C","Exhibe luces destinadas al tráfico aéreo y no deberemos atender a las señales exhibidas en ningún caso."
6160,1540,"D","No le es posible exhibir las luces con las características prescritas y deberemos atender a las señales exhibidas como si se tratara de las luces reglamentariamente establecidas."
6161,1541,"A","Un buque restringido por su calado."
6162,1541,"B","Un buque dedicado a la pesca."
6163,1541,"C","Un buque de vela exhibiendo una marca cónica con el vértice hacia abajo de eslora igual a 25 metros."
6164,1541,"D","Un buque con capacidad de maniobra restringida."
6165,1542,"A","Un cohete-bengala con paracaídas que produzca una luz roja."
6166,1542,"B","Un cohete-bengala con paracaídas que produzca una luz blanca."
6167,1542,"C","Una luz continua roja, proyectada en la dirección del receptor."
6168,1542,"D","Una luz continua blanca, proyectada en la dirección del receptor."
6169,1543,"A","Una luz blanca todo horizonte."
6170,1543,"B","Una luz amarilla de centelleos todo horizonte."
6171,1543,"C","Una luz verde de centelleos todo horizonte."
6172,1543,"D","Una segunda luz de alcance."
6173,1544,"A","Un buque sin gobierno."
6174,1544,"B","Un buque pesquero que no se encuentre realizando en ese momento tareas de pesca."
6175,1544,"C","Un buque de propulsión mecánica."
6176,1544,"D","Todos los buques que tenga a la vista."
6177,1545,"A","Reciba el viento por estribor."
6178,1545,"B","Reciba el viento por popa."
6179,1545,"C","Reciba el viento por babor."
6180,1545,"D","Esté a sotavento cuando ambos reciban el viento por la misma banda."
6181,1546,"A","Un farol que muestre una luz amarilla que permita diferenciar claramente que es una embarcación de remos."
6182,1546,"B","Una marca cónica con el vértice hacia abajo."
6183,1546,"C","Una marca cónica con el vértice hacia arriba."
6184,1546,"D","Una linterna eléctrica que muestre una luz blanca."
6185,1547,"A","La expresión “buque con capacidad de maniobra restringida” incluirá los buques dedicados al lanzamiento o recuperación de aeronaves."
6186,1547,"B","La expresión “buque sin gobierno” significa todo buque que maniobre sin capitán."
6187,1547,"C","La expresión “buque dedicado a la pesca” significa todo buque que pesque con curricán u otro arte de pesca que no restrinja su maniobrabilidad."
6188,1547,"D","La expresión “buque con capacidad de maniobra restringida” significa todo buque que, debido a la naturaleza de su trabajo, tiene reducida su capacidad para maniobrar en la forma exigida por este Reglamento y, por consiguiente, puede apartarse de la derrota de otro buque. Maniobra y navegación."
6189,1548,"A","Que, al no realizar giro alguno, la proa realizará movimientos excesivos a ambas bandas."
6190,1548,"B","Que, al no realizar giro alguno, la proa realizará movimientos mínimos a ambas bandas."
6191,1548,"C","Que, al efectuar un giro, el radio de curvatura de la trayectoria descrita por la popa es algo menor que el correspondiente a la trayectoria del punto giratorio."
6192,1548,"D","Que, al efectuar un giro, el radio de curvatura de la trayectoria descrita por la popa es algo mayor que el correspondiente a la trayectoria del punto giratorio."
6193,1549,"A","Largando amarras de proa y dando atrás toda a la par que largamos la del muerto."
6194,1549,"B","Largando amarras de proa, a continuación, la del muerto y después, dando atrás poca controlando el efecto de la hélice en la maniobra."
6195,1549,"C","Dando atrás poca a la par que largamos todas las amarras menos el esprín de proa que nos ayudará a salir girando lentamente la embarcación."
6196,1549,"D","Largando amarras de popa y dando avante poca a la par que largamos la del muerto. Emergencias en la mar."
6197,1550,"A","Se realizará inmediatamente una evaluación rápida de los daños sufridos. Con buen tiempo se evitará despegar ambas embarcaciones hasta haber controlado la avería."
6198,1550,"B","Se realizará inmediatamente una evaluación rápida de los daños sufridos. Con mal tiempo se evitará despegar ambas embarcaciones hasta haber controlado la avería."
6199,1550,"C","En caso de vía de agua en la flotación, se deberá escorar el barco lo necesario para que el orificio de entrada quede debajo del agua."
6200,1550,"D","No es necesario intercambiar ninguna información de las embarcaciones involucradas, ni comunicar a la compañía aseguradora los hechos acontecidos."
6201,1551,"A","Si no dispone de balsa salvavidas, salte al agua y nade para evitar los efectos de la hipotermia."
6202,1551,"B","Encienda una bengala con el brazo alargado por fuera de cubierta a barlovento, posicionando la bengala vertical y alejada de otras personas."
6203,1551,"C","Si dispone de balsa salvavidas, deberá amarrar a bordo la driza de la balsa antes de lanzarla al agua."
6204,1551,"D","Deberá ponerse el chaleco salvavidas y saltar al agua de cabeza, para evitar que con el impacto pueda perder el chaleco."
6205,1552,"A","Para prevenir una vía de agua se debe, entre otras cosas, cerrar las válvulas que no se utilicen, asegurar la estanquidad de portillos y escotillas, fijar las baterías y todo el material pesado y evitar el agua en la sentina."
6206,1552,"B","Si falla una válvula o un pasa cascos, se taponará desde el interior con colchonetas, manteniendo apretado el cierre."
6207,1552,"C","Si a bordo detecta agua salada y fría, siempre indicará una fuga procedente de la refrigeración del motor."
6208,1552,"D","Una embarcación medio hundida es peor lugar para esperar ayuda que una balsa, por lo que deberá pasar a esta en cuanto detecte una vía de agua a bordo. Meteorología"
6209,1553,"A","El número de horas que el viento sopla o ha soplado en la misma dirección."
6210,1553,"B","La intensidad con la que sopla o ha soplado el viento."
6211,1553,"C","La velocidad con la que sopla o ha soplado el viento."
6212,1553,"D","La extensión o alcance que tiene el viento sobre la mar cuando este sopla con una dirección y fuerza constantes."
6213,1554,"A","Cambia de dirección."
6214,1554,"B","Ve disminuida su fuerza."
6215,1554,"C","Ve aumentada su intensidad."
6216,1554,"D","Cesa, bien sea momentáneamente o por un periodo de tiempo más largo."
6217,1555,"A","Informa del calor o energía térmica de una sustancia."
6218,1555,"B","En la atmósfera, un aumento de la temperatura lleva asociada una disminución de la presión atmosférica."
6219,1555,"C","Dos cuerpos en equilibrio térmico con un tercero están en equilibrio térmico entre sí."
6220,1555,"D","La escala Celsius permite expresar la temperatura en grados centígrados o grados Celsius."
6221,1556,"A","La presión atmosférica disminuye a medida que nos acercamos al centro del anticiclón provocando que el aire fluya hacia afuera de ellos."
6222,1556,"B","El proceso de formación de un anticiclón se denomina ciclogénesis."
6223,1556,"C","El aire desciende por el interior de los anticiclones."
6224,1556,"D","El movimiento de aire asociado produce formación de nubosidad y precipitaciones. Teoría de la navegación."
6225,1557,"A","La décima parte de un cable."
6226,1557,"B","Una milla."
6227,1557,"C","La longitud de un arco de Ecuador terrestre de 60 segundos de ángulo."
6228,1557,"D","1852 metros por hora."
6229,1558,"A","La altura de la bajamar en el instante de la pleamar."
6230,1558,"B","El nivel del DATUM en el instante de la pleamar."
6231,1558,"C","La altura de la bajamar en el instante de la bajamar."
6232,1558,"D","El nivel del DATUM en el instante de la bajamar."
6233,1559,"A","Una marcación."
6234,1559,"B","Una demora."
6235,1559,"C","Una enfilación."
6236,1559,"D","Un patrón de medida."
6237,1560,"A","El Instituto Superior de Investigaciones Científicas."
6238,1560,"B","El Instituto Hidrográfico de la Marina."
6239,1560,"C","El Instituto Social de la Marina."
6240,1560,"D","El Ministerio de Transportes, Movilidad y Agenda Urbana."
6241,1561,"A","Solo puede expresarse en circulares, de 0° a 360°."
6242,1561,"B","Se define como el ángulo que forma el Norte con la línea de la visual dirigida a ese punto."
6243,1561,"C","Es independiente del rumbo de nuestra embarcación."
6244,1561,"D","Es el ángulo formado por la línea proa-popa y la línea de la visual dirigida a dicho punto. Carta de navegación."
6245,1562,"A","35°54,6N; 005°54,6W."
6246,1562,"B","35°54,2N; 005°53,5W."
6247,1562,"C","35°50,2N; 005°52,2W."
6248,1562,"D","35°53,2N; 005°53,1W."
6249,1563,"A","8,13 metros."
6250,1563,"B","8,27 metros."
6251,1563,"C","7,56 metros."
6252,1563,"D","7,70 metros."
6253,1564,"A","7,3º."
6254,1564,"B","9,3º."
6255,1564,"C","8,0º."
6256,1564,"D","12,7º."
6257,1565,"A","2º (+)."
6258,1565,"B","2º (-)."
6259,1565,"C","168º (+)."
6260,1565,"D","167º (+)."
6261,1566,"A","Cabos utilizados para amarrar la embarcación por proa."
6262,1566,"B","Condensación de vapor de agua en las superficies."
6263,1566,"C","Elementos de madera que suelen colocarse cerca de la proa para poder sujetarse al desplazarse sobre cubierta."
6264,1566,"D","Cada uno de los elementos estructurales que atraviesan el barco de babor a estribor y que sirven para aguantar los costados y sostener las cubiertas."
6265,1567,"A","La abertura practicada en el fondo del casco para el paso de la mecha del timón."
6266,1567,"B","La abertura en la cubierta de un buque, con tapa de cristal que permite la entrada de luz."
6267,1567,"C","El orificio practicado en algún miembro estructural para permitir el paso del agua."
6268,1567,"D","El conducto que permite que el eje de la hélice gire a través del casco sin que entre agua."
6269,1568,"A","El eje del timón y vincula la caña con la pala."
6270,1568,"B","La parte unida a la cabeza del timón y con la cual se maneja."
6271,1568,"C","La abertura en la bovedilla de popa, para el paso de la cabeza del timón."
6272,1568,"D","El madero grueso puesto verticalmente sobre el extremo del timón, que sirve de fundamento a toda la armazón de esta parte del buque."
6273,1569,"A","La distancia medida verticalmente desde la línea de flotación hasta la cubierta."
6274,1569,"B","La máxima dimensión vertical medida en la mitad de la eslora, desde la cara superior del trancanil hasta la cara inferior del casco en su intersección con la quilla."
6275,1569,"C","La altura de la obra viva de un barco."
6276,1569,"D","La suma del calado y el puntal. Elementos de amarre y fondeo."
6277,1570,"A","Noray."
6278,1570,"B","Bita."
6279,1570,"C","Cornamusa."
6280,1570,"D","Boya."
6281,1571,"A","Ayudar en las faenas de atraque y desatraque y para recoger objetos flotantes."
6282,1571,"B","Balizar el lugar donde se encuentra el ancla."
6283,1571,"C","Proteger el casco de la embarcación del roce contra el muelle."
6284,1571,"D","Delimitar zonas de difícil navegación. Seguridad."
6285,1572,"A","50 N."
6286,1572,"B","100 N."
6287,1572,"C","150 N."
6288,1572,"D","275 N."
6289,1573,"A","Llevar la mar por la proa o amuras."
6290,1573,"B","Llevar la mar por la popa o aletas."
6291,1573,"C","Llevar la mar por la proa o por la popa."
6292,1573,"D","Navegar sin máquina dejándose gobernar por el viento y las olas."
6293,1574,"A","Meter el timón a la banda de caída del náufrago hasta que la proa caiga 70º, entonces, cambiar todo el timón a la otra banda y navegar a rumbo opuesto."
6294,1574,"B","Meter el timón a la banda de caída del naufrago y desarrollar un giro hasta modificar el rumbo 270º."
6295,1574,"C","A partir de un punto de origen o datum, hacer una exploración recorriendo tramos de distancias iguales cambiando el rumbo 120º a estribor después de cada tramo hasta llegar al punto de origen, donde cambiaremos el rumbo 150º a estribor y realizaremos una nueva exploración."
6296,1574,"D","Meter el timón a la banda contraria a la que suponemos ha caído el naufrago hasta navegar a rumbo contrario."
6297,1575,"A","Aumenta la estabilidad de la embarcación."
6298,1575,"B","Disminuye la estabilidad de la embarcación."
6299,1575,"C","No influye en ningún caso en la estabilidad."
6300,1575,"D","Influye en la estabilidad sólo cuando hay mala mar. Legislación."
6301,1576,"A","Debe aportarse en el momento de la obtención de la tarjeta acreditativa del título y que sólo hay que volver a realizar si se produce alguna modificación de las condiciones psicofísicas del patrón, cuando este considere que pudiera afectar a sus aptitudes."
6302,1576,"B","Debe realizarse periódicamente, cada dos años, desde la fecha de obtención o renovación de su permiso de conducir vehículos terrestres a motor."
6303,1576,"C","Será realizado únicamente por los Centros de Reconocimiento de Conductores, sin que se admita ningún otro certificado de reconocimiento médico expedido por otra entidad."
6304,1576,"D","No será necesario realizarlo de nuevo por aquellos ciudadanos que acrediten que no han pasado más de dos años desde la fecha de obtención o renovación de su permiso de conducir vehículos terrestres a motor en vigor, aunque sí se exige una revisión de la visión ocular a los efectos de diferenciar los colores."
6305,1577,"A","Hay buceadores cerca de la embarcación."
6306,1577,"B","Estoy cargando, descargando o transportando mercancías peligrosas."
6307,1577,"C","Manténgase alejado de mí, estoy pescando al arrastre en pareja."
6308,1577,"D","Manténgase alejado de mí, estoy maniobrando con dificultad. Balizamiento."
6309,1578,"A","Blanca con un ritmo de grupos de dos destellos."
6310,1578,"B","Amarilla con un ritmo de grupos de tres destellos."
6311,1578,"C","Amarilla con un ritmo de grupos de dos destellos."
6312,1578,"D","Blanca con un ritmo de grupos de tres destellos."
6313,1579,"A","En el cuadrante Norte."
6314,1579,"B","En el cuadrante Oeste."
6315,1579,"C","En el cuadrante Este."
6316,1579,"D","En el cuadrante Sur."
6317,1580,"A","Un cilindro rojo."
6318,1580,"B","Un cilindro verde."
6319,1580,"C","Un cono rojo con el vértice hacia abajo."
6320,1580,"D","Un cono verde con el vértice hacia arriba."
6321,1581,"A","Indican los lados de babor y estribor de la derrota que debe seguirse."
6322,1581,"B","Se encuentran generalmente fuera de los canales definidos y no indican el lado de babor o de estribor de la ruta a seguir ni las obstrucciones que deben evitarse."
6323,1581,"C","Indican zonas o configuraciones especiales cuya naturaleza se visualiza al consultar la carta u otra publicación náutica."
6324,1581,"D","Se encuentran en el cuadrante correspondiente a la marca e indican las aguas más profundas en esa zona."
6325,1582,"A","El ritmo de la luz también puede utilizarse para indicar el mejor lugar de paso bajo un puente."
6326,1582,"B","Su marca de tope, formada por dos esferas superpuestas, es su característica diurna más importante."
6327,1582,"C","Su marca de tope, formada por dos conos superpuestos, es su característica diurna más importante."
6328,1582,"D","El ritmo de la luz también puede utilizarse para llamar la atención sobre una configuración especial de un canal, tal como un recodo, una confluencia, una bifurcación o el extremo de un bajo fondo. Reglamento (RIPA)."
6329,1583,"A","Dos millas."
6330,1583,"B","Cinco millas."
6331,1583,"C","Tres millas."
6332,1583,"D","Una milla."
6333,1584,"A","Navegarán alerta haciendo sonar una pitada larga."
6334,1584,"B","Navegarán con precaución haciendo sonar una pitada corta."
6335,1584,"C","Navegarán por el centro del canal y harán sonar dos pitadas largas cada 15 segundos."
6336,1584,"D","Aminorarán su velocidad hasta la mínima de gobierno haciendo sonar una pitada corta."
6337,1585,"A","Las luces de costado y una luz de alcance."
6338,1585,"B","En la parte de proa, una luz blanca todo horizonte."
6339,1585,"C","En la parte de popa, una luz blanca todo horizonte."
6340,1585,"D","Las luces de costado y dos luces rojas todo horizonte en el lugar más visible."
6341,1586,"A","Navegar por la zona de navegación costera, manteniendo así una adecuada distancia de seguridad de los buques que lo transitan."
6342,1586,"B","Navegar transitando la vía de circulación apropiada siguiendo la dirección general de la corriente de tráfico indicada para dicha vía."
6343,1586,"C","Cruzar la vía de circulación para navegar por la línea de separación tratando de estorbar lo menos posible."
6344,1586,"D","Navegar por el dispositivo de tráfico entrando y saliendo siempre con el mayor ángulo posible en relación con la dirección general de la corriente."
6345,1587,"A","Una luz centelleante o una bola."
6346,1587,"B","Una luz blanca todo horizonte o una bola."
6347,1587,"C","Una luz amarilla todo horizonte o una bola."
6348,1587,"D","Una luz roja todo horizonte o una bola."
6349,1588,"A","360 grados."
6350,1588,"B","225 grados, fijada de forma visible desde la proa hasta 22,5 grados a popa del través de cada costado del buque."
6351,1588,"C","225 grados, fijada de forma visible desde la popa hasta 22,5 grados a proa del través de cada costado del buque."
6352,1588,"D","112,5 grados, fijada de forma visible desde la popa hasta la proa del través de cada costado del buque."
6353,1589,"A","Se limita a los buques dedicados a operaciones de remolque o a los dedicados a dragados submarinos."
6354,1589,"B","No incluye a los buques dedicados a reparar o recoger marcas de navegación."
6355,1589,"C","Significa todo buque que por cualquier circunstancia excepcional es incapaz de maniobrar en la forma exigida por este Reglamento."
6356,1589,"D","Significa todo buque que, debido a la naturaleza de su trabajo, tiene reducida su capacidad de maniobrar en la forma exigida por este Reglamento."
6357,1590,"A","Las luces de costado."
6358,1590,"B","Una luz de tope a proa."
6359,1590,"C","Una luz de alcance."
6360,1590,"D","Una luz amarilla de centelleos todo horizonte."
6361,1591,"A","Un buque sin gobierno."
6362,1591,"B","Un hidroavión amarado."
6363,1591,"C","Un buque sin capacidad de maniobra restringida."
6364,1591,"D","Todos los buques sin excepción, siempre."
6365,1592,"A","Un buque remolcando a través de las aguas redes de arrastre."
6366,1592,"B","Un buque no dedicado a la pesca de arrastre ni con curricán."
6367,1592,"C","Un buque dedicado a la pesca con curricán."
6368,1592,"D","Un buque dedicado a la pesca con un arte de pesca que no restrinja su maniobrabilidad. Maniobra y navegación."
6369,1593,"A","Del esprín de proa."
6370,1593,"B","Del largo de proa."
6371,1593,"C","Del esprín de popa."
6372,1593,"D","Del través de popa."
6373,1594,"A","Tesar."
6374,1594,"B","Templar."
6375,1594,"C","Amollar."
6376,1594,"D","Adujar. Emergencias en la mar."
6377,1595,"A","Las quemaduras de 1er grado con extensión menor del 20% de la superficie corporal."
6378,1595,"B","Las quemaduras de 2º grado que afecten a menos del 10% de la superficie corporal."
6379,1595,"C","Las quemaduras que afecten la cara, cuello u orificios naturales."
6380,1595,"D","Las quemaduras de 3er grado que afecten a menos del 1% de la superficie corporal."
6381,1596,"A","Colocar la popa al viento y abandonar la embarcación por barlovento."
6382,1596,"B","Colocar la popa al viento y abandonar la embarcación por sotavento."
6383,1596,"C","Colocar la proa al viento y abandonar la embarcación por barlovento."
6384,1596,"D","Colocar la proa al viento y abandonar la embarcación por sotavento."
6385,1597,"A","En caso de estar equipados con un reflector de radar, izarlo lo más elevado posible."
6386,1597,"B","No debemos hacer uso del VHF para alertar a un buque que nos puede abordar."
6387,1597,"C","En caso de navegar a vela, no debemos arrancar el motor para evitar un abordaje."
6388,1597,"D","Confiaremos en que todo el mundo respeta el RIPA y consideraremos que en todo momento somos oídos y escuchados. Meteorología"
6389,1598,"A","La noche, desde la tierra hacia el mar."
6390,1598,"B","La noche, desde el mar hacia la tierra."
6391,1598,"C","El día, desde la tierra hacia el mar."
6392,1598,"D","El día, desde el mar hacia la tierra."
6393,1599,"A","Una disminución de la temperatura lleva asociada un aumento de la presión atmosférica."
6394,1599,"B","Un aumento de la temperatura no lleva asociada ninguna variación de la presión atmosférica."
6395,1599,"C","Un aumento de la temperatura lleva asociada una disminución de la presión atmosférica."
6396,1599,"D","Un aumento de la temperatura lleva asociada un aumento de la presión atmosférica."
6397,1600,"A","Son las regiones donde la presión atmosférica es más baja que la del aire circundante."
6398,1600,"B","El aire fluye hacia el interior de las borrascas y asciende desde allí, lo que produce formación de nubosidad y precipitaciones."
6399,1600,"C","A escala sinóptica el aire circula en torno a una depresión en sentido horario en el hemisferio norte."
6400,1600,"D","También se conocen como ciclones, bajas presiones o, simplemente, bajas."
6401,1601,"A","A menor grado en la escala, mayor altura de ola."
6402,1601,"B","Existen equivalencias de esta escala con la escala Beaufort."
6403,1601,"C","Los niveles de ola varían entre “0” y “9”."
6404,1601,"D","A mayor grado en la escala, mayor altura de ola. Teoría de la navegación."
6405,1602,"A","0º."
6406,1602,"B","+20º."
6407,1602,"C","-20º."
6408,1602,"D","+10º."
6409,1603,"A","Viento real."
6410,1603,"B","Viento aparente."
6411,1603,"C","Viento en superficie."
6412,1603,"D","Virazón."
6413,1604,"A","Va ligada a la embarcación, invariable durante toda la vida útil de la misma, independientemente de la zona de navegación."
6414,1604,"B","Puede variar en función de la zona de navegación y materiales del casco."
6415,1604,"C","Se emite una tablilla de desvíos durante la construcción de la embarcación, sin caducidad, que variará en función del rumbo."
6416,1604,"D","La información de la tablilla de desvíos se aplica siempre sumando el valor de la misma a la declinación magnética en valor absoluto."
6417,1605,"A","Es un círculo menor paralelo al ecuador."
6418,1605,"B","Es el arco de meridiano contado desde el ecuador hasta el observador."
6419,1605,"C","Es el arco de paralelo contado desde el ecuador hasta el observador."
6420,1605,"D","Es un círculo menor perpendicular al ecuador."
6421,1606,"A","1 milla náutica."
6422,1606,"B","6 millas náuticas."
6423,1606,"C","60 millas náuticas."
6424,1606,"D","100 millas náuticas. Carta de navegación."
6425,1607,"A","4,58 metros."
6426,1607,"B","5,79 metros."
6427,1607,"C","5,45 metros."
6428,1607,"D","4,92 metros."
6429,1608,"A","l=35º 59,2' N; L=005º 40,0'W."
6430,1608,"B","l=36º 00,4' N; L=005º 39,0'W."
6431,1608,"C","l=35º 55,5' N; L=005º 36,5'W."
6432,1608,"D","l=35º 54,4' N; L=005º 32,2'W."
6433,1609,"A","6,6 millas."
6434,1609,"B","6,8 millas."
6435,1609,"C","7,2 millas."
6436,1609,"D","9,7 millas."
6437,1610,"A","l=36º 00,5' N; L=005º 44,9'W."
6438,1610,"B","l=36º 01' N; L=005º 44,9'W."
6439,1610,"C","l=36º 00' N; L=005º 44'W."
6440,1610,"D","l=35º 59,2' N; L=005º 45,3'W."
6441,1611,"A","Cabos utilizados para amarrar la embarcación por proa."
6442,1611,"B","Condensación de vapor de agua en las superficies."
6443,1611,"C","Elementos de madera que suelen colocarse cerca de la proa para poder sujetarse al desplazarse sobre cubierta."
6444,1611,"D","Cada uno de los elementos estructurales que atraviesan el barco de babor a estribor y que sirven para aguantar los costados y sostener las cubiertas."
6445,1612,"A","El eje del timón y vincula la caña con la pala."
6446,1612,"B","La parte unida a la cabeza del timón y con la cual se maneja."
6447,1612,"C","La abertura en la bovedilla de popa, para el paso de la cabeza del timón."
6448,1612,"D","El madero grueso puesto verticalmente sobre el extremo del timón, que sirve de fundamento a toda la armazón de esta parte del buque."
6449,1613,"A","La distancia medida verticalmente desde la línea de flotación hasta la cubierta."
6450,1613,"B","La máxima dimensión vertical medida en la mitad de la eslora, desde la cara superior del trancanil hasta la cara inferior del casco en su intersección con la quilla."
6451,1613,"C","La altura de la obra viva de un barco."
6452,1613,"D","La suma del calado y el puntal."
6453,1614,"A","La abertura practicada en el fondo del casco para el paso de la mecha del timón."
6454,1614,"B","La abertura en la cubierta de un buque, con tapa de cristal que permite la entrada de luz."
6455,1614,"C","El orificio practicado en algún miembro estructural para permitir el paso del agua."
6456,1614,"D","El conducto que permite que el eje de la hélice gire a través del casco sin que entre agua. Elementos de amarre y fondeo."
6457,1615,"A","Noray."
6458,1615,"B","Bita."
6459,1615,"C","Cornamusa."
6460,1615,"D","Boya."
6461,1616,"A","Ayudar en las faenas de atraque y desatraque y para recoger objetos flotantes."
6462,1616,"B","Balizar el lugar donde se encuentra el ancla."
6463,1616,"C","Proteger el casco de la embarcación del roce contra el muelle."
6464,1616,"D","Delimitar zonas de difícil navegación. Seguridad."
6465,1617,"A","50 N."
6466,1617,"B","100 N."
6467,1617,"C","150 N."
6468,1617,"D","275 N."
6469,1618,"A","Meter el timón a la banda de caída del náufrago hasta que la proa caiga 70º, entonces, cambiar todo el timón a la otra banda y navegar a rumbo opuesto."
6470,1618,"B","Meter el timón a la banda de caída del naufrago y desarrollar un giro hasta modificar el rumbo 270º."
6471,1618,"C","A partir de un punto de origen o datum, hacer una exploración recorriendo tramos de distancias iguales cambiando el rumbo 120º a estribor después de cada tramo hasta llegar al punto de origen, donde cambiaremos el rumbo 150º a estribor y realizaremos una nueva exploración."
6472,1618,"D","Meter el timón a la banda contraria a la que suponemos ha caído el naufrago hasta navegar a rumbo contrario."
6473,1619,"A","Aumenta la estabilidad de la embarcación."
6474,1619,"B","Disminuye la estabilidad de la embarcación."
6475,1619,"C","No influye en ningún caso en la estabilidad."
6476,1619,"D","Influye en la estabilidad sólo cuando hay mala mar."
6477,1620,"A","Llevar la mar por la proa o amuras."
6478,1620,"B","Llevar la mar por la popa o aletas."
6479,1620,"C","Llevar la mar por la proa o por la popa."
6480,1620,"D","Navegar sin máquina dejándose gobernar por el viento y las olas. Legislación."
6481,1621,"A","Hay buceadores cerca de la embarcación."
6482,1621,"B","Estoy cargando, descargando o transportando mercancías peligrosas."
6483,1621,"C","Manténgase alejado de mí, estoy pescando al arrastre en pareja."
6484,1621,"D","Manténgase alejado de mí, estoy maniobrando con dificultad."
6485,1622,"A","Debe aportarse en el momento de la obtención de la tarjeta acreditativa del título y que sólo hay que volver a realizar si se produce alguna modificación de las condiciones psicofísicas del patrón, cuando este considere que pudiera afectar a sus aptitudes."
6486,1622,"B","Debe realizarse periódicamente, cada dos años, desde la fecha de obtención o renovación de su permiso de conducir vehículos terrestres a motor."
6487,1622,"C","Será realizado únicamente por los Centros de Reconocimiento de Conductores, sin que se admita ningún otro certificado de reconocimiento médico expedido por otra entidad."
6488,1622,"D","No será necesario realizarlo de nuevo por aquellos ciudadanos que acrediten que no han pasado más de dos años desde la fecha de obtención o renovación de su permiso de conducir vehículos terrestres a motor en vigor, aunque sí se exige una revisión de la visión ocular a los efectos de diferenciar los colores. Balizamiento."
6489,1623,"A","En el cuadrante Norte."
6490,1623,"B","En el cuadrante Oeste."
6491,1623,"C","En el cuadrante Este."
6492,1623,"D","En el cuadrante Sur."
6493,1624,"A","Blanca con un ritmo de grupos de dos destellos."
6494,1624,"B","Amarilla con un ritmo de grupos de tres destellos."
6495,1624,"C","Amarilla con un ritmo de grupos de dos destellos."
6496,1624,"D","Blanca con un ritmo de grupos de tres destellos."
6497,1625,"A","Un cilindro rojo."
6498,1625,"B","Un cilindro verde."
6499,1625,"C","Un cono rojo con el vértice hacia abajo."
6500,1625,"D","Un cono verde con el vértice hacia arriba."
6501,1626,"A","Indican los lados de babor y estribor de la derrota que debe seguirse."
6502,1626,"B","Se encuentran generalmente fuera de los canales definidos y no indican el lado de babor o de estribor de la ruta a seguir ni las obstrucciones que deben evitarse."
6503,1626,"C","Indican zonas o configuraciones especiales cuya naturaleza se visualiza al consultar la carta u otra publicación náutica."
6504,1626,"D","Se encuentran en el cuadrante correspondiente a la marca e indican las aguas más profundas en esa zona."
6505,1627,"A","El ritmo de la luz también puede utilizarse para indicar el mejor lugar de paso bajo un puente."
6506,1627,"B","Su marca de tope, formada por dos esferas superpuestas, es su característica diurna más importante."
6507,1627,"C","Su marca de tope, formada por dos conos superpuestos, es su característica diurna más importante."
6508,1627,"D","El ritmo de la luz también puede utilizarse para llamar la atención sobre una configuración especial de un canal, tal como un recodo, una confluencia, una bifurcación o el extremo de un bajo fondo. Reglamento (RIPA)."
6509,1628,"A","Las luces de costado y una luz de alcance."
6510,1628,"B","En la parte de proa, una luz blanca todo horizonte."
6511,1628,"C","En la parte de popa, una luz blanca todo horizonte."
6512,1628,"D","Las luces de costado y dos luces rojas todo horizonte en el lugar más visible."
6513,1629,"A","Un buque sin gobierno."
6514,1629,"B","Un hidroavión amarado."
6515,1629,"C","Un buque sin capacidad de maniobra restringida."
6516,1629,"D","Todos los buques sin excepción, siempre."
6517,1630,"A","Se limita a los buques dedicados a operaciones de remolque o a los dedicados a dragados submarinos."
6518,1630,"B","No incluye a los buques dedicados a reparar o recoger marcas de navegación."
6519,1630,"C","Significa todo buque que por cualquier circunstancia excepcional es incapaz de maniobrar en la forma exigida por este Reglamento."
6520,1630,"D","Significa todo buque que, debido a la naturaleza de su trabajo, tiene reducida su capacidad de maniobrar en la forma exigida por este Reglamento."
6521,1631,"A","Las luces de costado."
6522,1631,"B","Una luz de tope a proa."
6523,1631,"C","Una luz de alcance."
6524,1631,"D","Una luz amarilla de centelleos todo horizonte."
6525,1632,"A","Dos millas."
6526,1632,"B","Cinco millas."
6527,1632,"C","Tres millas."
6528,1632,"D","Una milla."
6529,1633,"A","Navegarán alerta haciendo sonar una pitada larga."
6530,1633,"B","Navegarán con precaución haciendo sonar una pitada corta."
6531,1633,"C","Navegarán por el centro del canal y harán sonar dos pitadas largas cada 15 segundos."
6532,1633,"D","Aminorarán su velocidad hasta la mínima de gobierno haciendo sonar una pitada corta."
6533,1634,"A","360 grados."
6534,1634,"B","225 grados, fijada de forma visible desde la proa hasta 22,5 grados a popa del través de cada costado del buque."
6535,1634,"C","225 grados, fijada de forma visible desde la popa hasta 22,5 grados a proa del través de cada costado del buque."
6536,1634,"D","112,5 grados, fijada de forma visible desde la popa hasta la proa del través de cada costado del buque."
6537,1635,"A","Un buque remolcando a través de las aguas redes de arrastre."
6538,1635,"B","Un buque no dedicado a la pesca de arrastre ni con curricán."
6539,1635,"C","Un buque dedicado a la pesca con curricán."
6540,1635,"D","Un buque dedicado a la pesca con un arte de pesca que no restrinja su maniobrabilidad."
6541,1636,"A","Una luz centelleante o una bola."
6542,1636,"B","Una luz blanca todo horizonte o una bola."
6543,1636,"C","Una luz amarilla todo horizonte o una bola."
6544,1636,"D","Una luz roja todo horizonte o una bola."
